reaction,acid_chlorides,amines,is_valid,status,message,barriers_dGTS_from_RXTS_B,barriers_dGTS_from_INT1_B,rxn_dG_B,barriers_dGTS_from_PRDS_B,lowest_barrier_dGTS_path_B,imag_freq,used_constrained
rxn_25_09,25,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -259.11 cm-1,14.4,16.29,-9.25,23.65,14.4,-259.11,FALSE
rxn_25_10,25,10,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -96.54 cm-1,13.01,17.57,-15.62,28.63,13.01,-96.54,FALSE
rxn_25_11,25,11,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -140.47 cm-1,21.68,20.54,-12.78,34.46,20.54,-140.47,FALSE
rxn_25_12,25,12,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -264.19 cm-1
Breaking bond change: +-0.079 Å, Forming bond change: 0.359 Å",13.66,14.32,-12.36,26.02,13.66,-264.19,TRUE
rxn_25_13,25,13,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -116.99 cm-1,15.7,16.31,-15.03,30.73,15.7,-116.99,FALSE
rxn_25_14,25,14,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -207.04 cm-1
Breaking bond change: +-0.127 Å, Forming bond change: 0.279 Å",11.23,17.93,-12.71,23.94,11.23,-207.04,TRUE
rxn_25_15,25,15,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -172.89 cm-1,18.03,15.9,-6.8,24.83,15.9,-172.89,FALSE
rxn_25_16,25,16,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -218.60 cm-1,17.42,17.88,-13.17,30.59,17.42,-218.6,FALSE
rxn_25_17,25,17,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -12.40 cm-1,19.79,21.97,-13.35,33.14,19.79,-12.4,FALSE
rxn_25_18,25,18,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -160.70 cm-1,16.58,15.17,-14.53,31.11,15.17,-160.7,FALSE
rxn_25_19,25,19,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -95.08 cm-1,11.72,8.35,-12.14,23.86,8.35,-95.08,TRUE
rxn_25_20,25,20,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -115.24 cm-1
Breaking bond change: +-0.097 Å, Forming bond change: 0.277 Å",18.99,19.79,-13.73,32.72,18.99,-115.24,FALSE
rxn_25_21,25,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -231.61 cm-1,11.52,17.64,-11.71,23.23,11.52,-231.61,FALSE
rxn_25_22,25,22,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -247.27 cm-1,13.14,14.81,-20.97,34.11,13.14,-247.27,FALSE
rxn_25_23,25,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -247.47 cm-1,25.31,27.09,-6.67,31.98,25.31,-247.47,FALSE
rxn_25_24,25,24,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -107.26 cm-1,15.4,20.06,-13.44,28.84,15.4,-107.26,FALSE
rxn_25_25,25,25,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -135.53 cm-1,12.22,16.13,-13.51,25.73,12.22,-135.53,FALSE
rxn_25_26,25,26,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -271.19 cm-1
Breaking bond change: +0.098 Å, Forming bond change: -0.338 Å",16.81,18.34,-11.72,28.53,16.81,-271.19,TRUE
rxn_25_27,25,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -26.40 cm-1
Breaking bond change: +0.133 Å, Forming bond change: -0.083 Å",20.74,24.54,-10.5,31.24,20.74,-26.4,FALSE
rxn_25_28,25,28,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -21.27 cm-1,15.95,18.6,-14.51,30.46,15.95,-21.27,FALSE
rxn_25_29,25,29,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -7.62 cm-1
Breaking bond change: +-0.038 Å, Forming bond change: 0.058 Å",27.75,31.86,-14.08,41.83,27.75,-7.62,TRUE
rxn_25_30,25,30,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -282.19 cm-1
Breaking bond change: +0.222 Å, Forming bond change: -0.282 Å",20.05,20.29,-9.63,29.68,20.05,-282.19,FALSE
rxn_25_31,25,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -224.91 cm-1,30.82,26.88,-12.6,43.42,26.88,-224.91,FALSE
rxn_25_32,25,32,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -125.30 cm-1
Breaking bond change: +0.230 Å, Forming bond change: -0.192 Å",23.75,31.7,-13.59,37.34,23.75,-125.3,FALSE
rxn_25_33,25,33,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -41.65 cm-1
Breaking bond change: +0.069 Å, Forming bond change: -0.147 Å",18.17,22.91,-7.91,26.08,18.17,-41.65,FALSE
rxn_25_35,25,35,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -142.08 cm-1,15.66,17.53,-13.4,29.06,15.66,-142.08,FALSE
rxn_25_36,25,36,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -168.27 cm-1,17.96,23.07,-13.17,31.13,17.96,-168.27,FALSE
rxn_25_37,25,37,TRUE,Needs optimization,"WARNING: Found 3 imaginary frequencies. Structure needs optimization.
Best reaction mode: -202.73 cm-1
Breaking bond change: +0.076 Å, Forming bond change: -0.311 Å",15.33,18.92,-14.53,29.86,15.33,-202.73,FALSE
rxn_25_38,25,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -234.67 cm-1,6.43,13.34,-18.79,25.22,6.43,-234.67,FALSE
rxn_25_39,25,39,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -242.47 cm-1,13.35,16.05,-13.47,26.82,13.35,-242.47,FALSE
rxn_25_40,25,40,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -138.06 cm-1,15.16,25.95,-13.02,28.18,15.16,-138.06,FALSE
rxn_25_41,25,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -71.74 cm-1,12.31,18.97,-15.02,27.33,12.31,-71.74,FALSE
rxn_25_42,25,42,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -147.24 cm-1,,,,,,-147.24,FALSE
rxn_25_43,25,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -45.65 cm-1,19.1,23.25,-13.54,32.64,19.1,-45.65,FALSE
rxn_25_45,25,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -56.66 cm-1,15.62,19.28,-16.53,32.15,15.62,-56.66,FALSE
rxn_25_46,25,46,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -60.35 cm-1,15.48,14.59,-14.2,29.68,14.59,-60.35,FALSE
rxn_25_47,25,47,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -90.36 cm-1,15.69,20.16,-13.99,29.68,15.69,-90.36,FALSE
rxn_25_48,25,48,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -17.35 cm-1,15.85,20.19,-13.33,29.18,15.85,-17.35,FALSE
rxn_26_01,26,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -251.17 cm-1,19.56,14.01,-9.44,29,14.01,-251.17,FALSE
rxn_26_03,26,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -180.36 cm-1,18.12,18.34,-6.95,25.07,18.12,-180.36,FALSE
rxn_26_04,26,4,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -133.08 cm-1,18.07,14.75,-7.78,25.85,14.75,-133.08,FALSE
rxn_26_05,26,5,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -97.08 cm-1,18.46,20.2,-7.93,26.39,18.46,-97.08,FALSE
rxn_26_06,26,6,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -293.57 cm-1
Breaking bond change: +-0.093 Å, Forming bond change: 0.358 Å",16.68,19.88,-7.64,24.32,16.68,-293.57,TRUE
rxn_26_07,26,7,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -288.72 cm-1
Breaking bond change: +-0.084 Å, Forming bond change: 0.327 Å",14.45,18.91,-6.42,20.87,14.45,-288.72,TRUE
rxn_26_08,26,8,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -104.11 cm-1
Breaking bond change: +-0.280 Å, Forming bond change: 0.129 Å",26.14,33.65,-9.09,35.23,26.14,-104.11,FALSE
rxn_26_09,26,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -265.09 cm-1,18.66,20.48,-0.92,19.58,18.66,-265.09,FALSE
rxn_26_10,26,10,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -294.24 cm-1
Breaking bond change: +-0.085 Å, Forming bond change: 0.327 Å",13.76,18.38,-8.92,22.68,13.76,-294.24,TRUE
rxn_26_11,26,11,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -260.75 cm-1,19.51,18.56,-5.71,25.22,18.56,-260.75,TRUE
rxn_26_12,26,12,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -189.02 cm-1,16.9,17.54,-7.31,24.21,16.9,-189.02,FALSE
rxn_26_13,26,13,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -14.44 cm-1,18.58,20.54,-8.85,27.43,18.58,-14.44,FALSE
rxn_26_14,26,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -279.84 cm-1,17.55,19.48,-5.23,22.78,17.55,-279.84,FALSE
rxn_26_15,26,15,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -18.03 cm-1,16.59,21.4,-6.22,22.81,16.59,-18.03,FALSE
rxn_26_16,26,16,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -222.39 cm-1,23.74,21.91,-10.49,34.23,21.91,-222.39,FALSE
rxn_26_17,26,17,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -144.24 cm-1,15.4,17.5,-7.75,23.15,15.4,-144.24,FALSE
rxn_26_18,26,18,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -168.45 cm-1,22.01,24.63,-7.72,29.73,22.01,-168.45,FALSE
rxn_26_19,26,19,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -222.06 cm-1,15.19,14.27,-15.21,30.4,14.27,-222.06,FALSE
rxn_26_20,26,20,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -126.91 cm-1,19.07,19.93,-6.28,25.35,19.07,-126.91,FALSE
rxn_26_21,26,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -275.47 cm-1,11.64,13.75,-9.59,21.23,11.64,-275.47,FALSE
rxn_26_22,26,22,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -321.34 cm-1,15.79,9.33,-13.24,29.03,9.33,-321.34,FALSE
rxn_26_23,26,23,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -115.95 cm-1,35.9,36.63,3.76,32.14,35.9,-115.95,FALSE
rxn_26_24,26,24,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -43.97 cm-1
Breaking bond change: +-0.058 Å, Forming bond change: 0.115 Å",21.92,18.22,-7.66,29.58,18.22,-43.97,FALSE
rxn_26_25,26,25,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -45.26 cm-1
Breaking bond change: +0.081 Å, Forming bond change: -0.159 Å",15.81,20.76,-7.11,22.92,15.81,-45.26,FALSE
rxn_26_26,26,26,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -74.78 cm-1,18.1,19.67,-7.47,25.57,18.1,-74.78,FALSE
rxn_26_27,26,27,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -54.55 cm-1,19.02,19.18,-5.95,24.97,19.02,-54.55,FALSE
rxn_26_28,26,28,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -127.34 cm-1,12.95,18.41,-8.28,21.23,12.95,-127.34,FALSE
rxn_26_29,26,29,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -63.98 cm-1
Breaking bond change: +0.082 Å, Forming bond change: -0.150 Å",24.99,25.27,-7.79,32.78,24.99,-63.98,FALSE
rxn_26_30,26,30,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -134.93 cm-1,22.63,14.21,-6.04,28.67,14.21,-134.93,FALSE
rxn_26_31,26,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -270.69 cm-1,29.77,28.6,-2.91,32.68,28.6,-270.69,FALSE
rxn_26_32,26,32,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -29.18 cm-1,29.83,33.4,-7.36,37.19,29.83,-29.18,FALSE
rxn_26_33,26,33,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -1.49 cm-1,21.3,22.14,-6.25,27.55,21.3,-1.49,FALSE
rxn_26_35,26,35,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -277.03 cm-1
Breaking bond change: +-0.101 Å, Forming bond change: 0.334 Å",21.49,17.48,-6.9,28.39,17.48,-277.03,TRUE
rxn_26_36,26,36,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -248.38 cm-1
Breaking bond change: +0.090 Å, Forming bond change: -0.307 Å",17.85,23.77,-6.26,24.11,17.85,-248.38,TRUE
rxn_26_37,26,37,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -256.62 cm-1
Breaking bond change: +0.098 Å, Forming bond change: -0.311 Å",21.06,19.4,-6.14,27.2,19.4,-256.62,TRUE
rxn_26_38,26,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -176.91 cm-1,11.56,19.18,-17.6,29.16,11.56,-176.91,FALSE
rxn_26_39,26,39,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -231.08 cm-1,16.68,18.01,-3.59,20.27,16.68,-231.08,FALSE
rxn_26_40,26,40,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -295.03 cm-1,16.85,11.44,-7.63,24.48,11.44,-295.03,TRUE
rxn_26_41,26,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -138.51 cm-1,12.69,17.43,-7.15,19.84,12.69,-138.51,FALSE
rxn_26_42,26,42,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -275.60 cm-1
Breaking bond change: +-0.082 Å, Forming bond change: 0.294 Å",20.87,22.02,-6.58,27.45,20.87,-275.6,TRUE
rxn_26_43,26,43,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -282.04 cm-1
Breaking bond change: +-0.092 Å, Forming bond change: 0.333 Å",,,,,,-282.04,TRUE
rxn_26_45,26,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -75.88 cm-1,13.89,17.9,-11.12,25.01,13.89,-75.88,FALSE
rxn_26_46,26,46,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -217.48 cm-1
Breaking bond change: +-0.088 Å, Forming bond change: 0.309 Å",19.36,14.01,-6.15,25.51,14.01,-217.48,TRUE
rxn_26_47,26,47,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -118.68 cm-1,20.13,20.28,-8.28,28.41,20.13,-118.68,FALSE
rxn_26_48,26,48,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -251.33 cm-1,15.43,12.48,-4.48,19.91,12.48,-251.33,FALSE
rxn_27_01,27,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -193.74 cm-1,16.03,15.58,-9.92,25.95,15.58,-193.74,FALSE
rxn_27_03,27,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -154.00 cm-1,18.68,19.23,-6.33,25.01,18.68,-154,FALSE
rxn_27_04,27,4,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -105.93 cm-1
Breaking bond change: +0.085 Å, Forming bond change: -0.276 Å",15.69,19.64,-7.25,22.94,15.69,-105.93,TRUE
rxn_27_05,27,5,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -88.46 cm-1,19.39,16.89,-8.69,28.08,16.89,-88.46,FALSE
rxn_27_06,27,6,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -183.83 cm-1,12.22,20.8,-5.29,17.51,12.22,-183.83,FALSE
rxn_27_07,27,7,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -69.08 cm-1,15.79,20.81,-11.51,27.3,15.79,-69.08,FALSE
rxn_27_08,27,8,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -21.06 cm-1,14.13,24.98,-7.4,21.53,14.13,-21.06,FALSE
rxn_27_09,27,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -218.85 cm-1,18.29,20.18,-5.16,23.45,18.29,-218.85,FALSE
rxn_27_10,27,10,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -69.33 cm-1,14.91,21.8,-6.43,21.34,14.91,-69.33,FALSE
rxn_27_11,27,11,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -8.55 cm-1,18.49,17.36,-6.45,24.94,17.36,-8.55,FALSE
rxn_27_12,27,12,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -8.35 cm-1,17.97,18.59,-8.87,26.84,17.97,-8.35,FALSE
rxn_27_13,27,13,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -68.73 cm-1,18.25,20.58,-5.94,24.19,18.25,-68.73,FALSE
rxn_27_14,27,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -173.30 cm-1,12.85,16.23,-9.73,22.58,12.85,-173.3,FALSE
rxn_27_15,27,15,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -111.93 cm-1,15.77,22.3,-8.64,24.41,15.77,-111.93,FALSE
rxn_27_16,27,16,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -100.41 cm-1,21.98,19.11,-10.72,32.7,19.11,-100.41,FALSE
rxn_27_17,27,17,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -198.06 cm-1
Breaking bond change: +0.096 Å, Forming bond change: -0.347 Å",15.47,14.11,-8.27,23.74,14.11,-198.06,TRUE
rxn_27_18,27,18,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -87.32 cm-1,18.69,25.75,-5.18,23.87,18.69,-87.32,FALSE
rxn_27_19,27,19,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -190.08 cm-1,13.1,9.55,-13.34,26.44,9.55,-190.08,FALSE
rxn_27_20,27,20,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -75.54 cm-1
Breaking bond change: +0.127 Å, Forming bond change: -0.249 Å",18.78,21.7,-6.25,25.03,18.78,-75.54,FALSE
rxn_27_21,27,21,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -121.69 cm-1,10.62,18.27,-9.68,20.3,10.62,-121.69,FALSE
rxn_27_22,27,22,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -292.83 cm-1,11.17,11.54,-10.98,22.15,11.17,-292.83,FALSE
rxn_27_23,27,23,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -27.65 cm-1
Breaking bond change: +0.159 Å, Forming bond change: -0.087 Å",34,34.49,-2.58,36.58,34,-27.65,FALSE
rxn_27_24,27,24,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -88.92 cm-1,19.23,17.98,-6.01,25.24,17.98,-88.92,FALSE
rxn_27_25,27,25,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -69.91 cm-1,17.86,21.34,-9.45,27.31,17.86,-69.91,FALSE
rxn_27_26,27,26,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -207.08 cm-1
Breaking bond change: +0.109 Å, Forming bond change: -0.355 Å",20.65,19.45,-8.81,29.46,19.45,-207.08,TRUE
rxn_27_27,27,27,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -79.83 cm-1
Breaking bond change: +0.135 Å, Forming bond change: -0.260 Å",16.56,19.59,2.56,14,16.56,-79.83,FALSE
rxn_27_28,27,28,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -109.54 cm-1,17.47,18.34,-10.16,27.63,17.47,-109.54,FALSE
rxn_27_29,27,29,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -34.62 cm-1,26.93,35.22,-12.3,39.23,26.93,-34.62,FALSE
rxn_27_30,27,30,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -245.77 cm-1,18.93,16.81,-5.17,24.1,16.81,-245.77,FALSE
rxn_27_31,27,31,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -183.32 cm-1,25.3,25.43,-7.06,32.36,25.3,-183.32,FALSE
rxn_27_32,27,32,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -17.90 cm-1
Breaking bond change: +0.053 Å, Forming bond change: -0.109 Å",29.69,29.71,-3.56,33.25,29.69,-17.9,FALSE
rxn_27_33,27,33,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -142.20 cm-1,20.94,23.78,-9.73,30.67,20.94,-142.2,FALSE
rxn_27_35,27,35,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -217.44 cm-1,16.06,16.92,-6.23,22.29,16.06,-217.44,TRUE
rxn_27_36,27,36,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -204.68 cm-1,20.96,25.91,-5.3,26.26,20.96,-204.68,FALSE
rxn_27_37,27,37,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -164.36 cm-1,16.45,20.93,-9.1,25.55,16.45,-164.36,FALSE
rxn_27_38,27,38,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -241.05 cm-1,3.47,14.03,-18.04,21.51,3.47,-241.05,FALSE
rxn_27_39,27,39,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -92.83 cm-1
Breaking bond change: +0.073 Å, Forming bond change: -0.304 Å",13.16,18.63,-6.12,19.28,13.16,-92.83,FALSE
rxn_27_40,27,40,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -29.05 cm-1
Breaking bond change: +-0.059 Å, Forming bond change: 0.049 Å",23.47,23.45,-5.79,29.26,23.45,-29.05,FALSE
rxn_27_41,27,41,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -84.14 cm-1,11.44,22.65,-9.66,21.1,11.44,-84.14,FALSE
rxn_27_42,27,42,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -215.29 cm-1,23.48,22.21,-8.57,32.05,22.21,-215.29,FALSE
rxn_27_43,27,43,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -58.40 cm-1,17.51,23.46,-9.28,26.79,17.51,-58.4,FALSE
rxn_27_45,27,45,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -44.21 cm-1,14.13,16.42,-11.61,25.74,14.13,-44.21,FALSE
rxn_27_46,27,46,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -124.17 cm-1,19.34,22.7,-5.76,25.1,19.34,-124.17,FALSE
rxn_27_47,27,47,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -15.34 cm-1
Breaking bond change: +0.050 Å, Forming bond change: -0.075 Å",24.76,24.37,-6.16,30.92,24.37,-15.34,FALSE
rxn_27_48,27,48,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -130.72 cm-1
Breaking bond change: +0.094 Å, Forming bond change: -0.315 Å",14.63,16.5,-6.48,21.11,14.63,-130.72,TRUE
rxn_28_01,28,1,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -108.52 cm-1,17.63,16.24,-10.89,28.52,16.24,-108.52,FALSE
rxn_28_03,28,3,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -59.57 cm-1,18.54,17.7,-7.9,26.44,17.7,-59.57,FALSE
rxn_28_04,28,4,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -121.88 cm-1
Breaking bond change: +0.094 Å, Forming bond change: -0.280 Å",19.18,16.98,-8.86,28.04,16.98,-121.88,TRUE
rxn_28_05,28,5,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -214.22 cm-1,16.21,15.1,-7.71,23.92,15.1,-214.22,TRUE
rxn_28_06,28,6,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -281.58 cm-1
Breaking bond change: +0.122 Å, Forming bond change: -0.399 Å",14.34,15.89,-8.37,22.71,14.34,-281.58,TRUE
rxn_28_07,28,7,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -151.25 cm-1
Breaking bond change: +0.109 Å, Forming bond change: -0.314 Å",12.94,15.05,-8.39,21.33,12.94,-151.25,TRUE
rxn_28_08,28,8,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -67.95 cm-1
Breaking bond change: +0.099 Å, Forming bond change: -0.223 Å",16.53,24.24,-9.03,25.56,16.53,-67.95,FALSE
rxn_28_09,28,9,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -180.31 cm-1,20.23,21.15,-2.21,22.44,20.23,-180.31,FALSE
rxn_28_10,28,10,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -188.39 cm-1,12.23,14.39,-8,20.23,12.23,-188.39,TRUE
rxn_28_11,28,11,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -220.20 cm-1
Breaking bond change: +0.119 Å, Forming bond change: -0.353 Å",17.46,15.1,-7.45,24.91,15.1,-220.2,TRUE
rxn_28_12,28,12,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -243.75 cm-1
Breaking bond change: +0.118 Å, Forming bond change: -0.370 Å",16.25,16.26,-8.29,24.54,16.25,-243.75,TRUE
rxn_28_13,28,13,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -190.13 cm-1
Breaking bond change: +0.105 Å, Forming bond change: -0.342 Å",15.47,18.87,-8,23.47,15.47,-190.13,TRUE
rxn_28_14,28,14,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -154.72 cm-1,14.96,17.02,-5.39,20.35,14.96,-154.72,FALSE
rxn_28_15,28,15,TRUE,Valid TS (constrained),Valid TS with imaginary frequency -233.43 cm-1,13.36,16.2,-7.15,20.51,13.36,-233.43,TRUE
rxn_28_16,28,16,TRUE,Needs optimization,"WARNING: Found 2 imaginary frequencies. Structure needs optimization.
Best reaction mode: -128.06 cm-1
Breaking bond change: +0.085 Å, Forming bond change: -0.237 Å",17.8,13.2,-12.36,30.16,13.2,-128.06,TRUE
rxn_28_17,28,17,TRUE,Valid TS (full opt),Valid TS with imaginary frequency -44.56 cm-1,17.63,15.32,-9.48,27.11,15.32,-44.56,FALSE
